LeadNum,name,site,type,phone,full_address,rating,reviews,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photos_count,working_hours,business_status,about,range,description,verified,owner_title,reservation_links,booking_appointment_link,menu_link,order_links
MJ-LEAD-SalemNHRestaurant-Oct25-051,Stachey's,https://stacheys.com/,Pizza restaurant,+1 603-893-1999,"517 S Broadway, Salem, NH 01970",4.2,411,42,17,22,81,249,83,"{""Monday"": ""11AM-9PM"", ""Tuesday"": ""11AM-9PM"", ""Wednesday"": ""11AM-9PM"", ""Thursday"": ""11AM-9PM"", ""Friday"": ""11AM-10PM"", ""Saturday"": ""11AM-9PM"", ""Sunday"": ""11AM-9PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Comfort food"": true, ""Quick bite"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Counter service"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": false}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",$$,"Established pizza place known for classic & specialty pies, plus calzones & oversized subs.",TRUE,Stachey's,,,,
MJ-LEAD-SalemNHRestaurant-Oct25-052,The Lims Sports Bar and Cafe,http://www.thelimssportsbarandcafe.com/,Bar & grill,+1 603-893-9124,"7 Veterans Memorial Pkwy, Salem, NH 03079",3.8,70,12,2,8,11,37,51,"{""Monday"": ""10:30AM-11:30PM"", ""Tuesday"": ""10:30AM-11:30PM"", ""Wednesday"": ""10:30AM-11:30PM"", ""Thursday"": ""10:30AM-11:30PM"", ""Friday"": ""10:30AM-11:30PM"", ""Saturday"": ""10:30AM-11:30PM"", ""Sunday"": ""11AM-1AM""}",OPERATIONAL,"{""From the business"": {""Identifies as Asian-owned"": true}, ""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true, ""Great beer selection"": true, ""Great cocktails"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Comfort food"": true, ""Food"": true, ""Food at bar"": true, ""Hard liquor"": true, ""Late-night food"": true, ""Quick bite"": true, ""Small plates"": true, ""Vegan options"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Table service"": true}, ""Amenities"": {""Bar onsite"": true, ""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true, ""Locals"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true}, ""Other"": {""Identifies as Asian-owned"": true}}",$$,"Sports bar offering a menu of pizza, sandwiches, burgers, Asian dishes & draft beers, plus TVs.",TRUE,The Lims Sports Bar and Cafe,,"https://www.google.com/viewer/chooseprovider?mid=/g/1tlvqk11&g2lbs=AO8LyOLu4DV00SdZsZbLbzfJdUvYeNTSLOZxtaGiMjXqVgVkr0be1z4vUfzJJ_QKQwzBZNdCnUWWJWrnRTIbtxl-DHuowNqldt7dX3ylRQMSA32WbOM5zcYVUcXpd8kWXkYLIfgi6UBc&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LaDyaPr2FoCA5OUP67CgoA8&ei=LaDyaPr2FoCA5OUP67CgoA8&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-053,Romano's Pizzeria,http://www.romanospizzanh.com/,Pizza restaurant,+1 603-898-0788,"154 Main St, Salem, NH 03079",4.5,1110,56,20,50,172,812,174,"{""Monday"": ""9AM-10PM"", ""Tuesday"": ""9AM-10PM"", ""Wednesday"": ""9AM-10PM"", ""Thursday"": ""9AM-10PM"", ""Friday"": ""9AM-10PM"", ""Saturday"": ""9AM-10PM"", ""Sunday"": ""9AM-8PM""}",OPERATIONAL,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true, ""Serves local specialty"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Comfort food"": true, ""Late-night food"": true, ""Quick bite"": true, ""Small plates"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Counter service"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": false}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""College students"": true, ""Groups"": true, ""Locals"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",$,Easygoing pizza house also serving extra-large subs in simple digs with sports-related decor.,TRUE,Romano's Pizzeria,,,,
MJ-LEAD-SalemNHRestaurant-Oct25-054,Tessi's Pizzeria,https://tessipizzeria.com/,Pizza restaurant,+1 603-893-2818,"15 Ermer Rd, Salem, NH 03079",4,240,31,11,17,44,137,55,"{""Monday"": ""11AM-9PM"", ""Tuesday"": ""11AM-9PM"", ""Wednesday"": ""11AM-9PM"", ""Thursday"": ""11AM-9PM"", ""Friday"": ""11AM-10PM"", ""Saturday"": ""11AM-10PM"", ""Sunday"": ""11AM-9PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Comfort food"": true, ""Quick bite"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Quiet"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}, ""Pets"": {""Dogs allowed outside"": true}}",$$,,TRUE,Tessi's Pizzeria,"https://www.24seveneatsonline.com/api/fb/z40_x_r, https://tessipizzeria.com/",https://www.24seveneatsonline.com/api/fb/z40_x_r,,"https://www.24seveneatsonline.com/api/fb/z40_x_r, https://tessipizzeria.com/"
MJ-LEAD-SalemNHRestaurant-Oct25-055,Playa Bowls,https://www.playabowls.com/location/salem,Health food restaurant,+1 603-458-3202,"200 Via Toscana, Salem, NH 03079",4.9,374,7,4,1,12,350,190,"{""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""8AM-8PM""}",OPERATIONAL,"{""Service options"": {""Takeout"": true, ""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Fast service"": true}, ""Popular for"": {""Lunch"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Offerings"": {""Coffee"": true, ""Healthy options"": true, ""Quick bite"": true, ""Vegan options"": true, ""Vegetarian options"": true}, ""Dining options"": {""Breakfast"": true, ""Lunch"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": false}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Trendy"": true}, ""Crowd"": {""College students"": true, ""Family-friendly"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Paid street parking"": true}, ""Pets"": {""Dogs allowed outside"": true}}",$$,,TRUE,Playa Bowls,,"https://www.google.com/viewer/chooseprovider?mid=/g/11vwspcgrj&g2lbs=AO8LyOIfQKnFwct2r6VJKWIRM2_PktKuQ3ljz4HBI6RxyI_1fqGEAQyv8a5HOH2NaOOvC6Rfxd7a1f7EBXd71orUKqYK7-KBVkrfJ8cuD-UMbjMpRbe50mkD8MY1duvB5K-shQzaXs8z&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LaDyaPr2FoCA5OUP67CgoA8&ei=LaDyaPr2FoCA5OUP67CgoA8&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-056,Fresh Hub Eatery,http://freshhubeatery.com/,Salad shop,+1 603-458-5775,"23 Stiles Rd, Salem, NH 03079",4.2,210,23,7,13,26,141,808,"{""Monday"": ""8AM-3PM"", ""Tuesday"": ""8AM-3PM"", ""Wednesday"": ""8AM-3PM"", ""Thursday"": ""8AM-3PM"", ""Friday"": ""8AM-3PM"", ""Saturday"": ""11AM-3PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Curbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Onsite services"": true, ""Takeout"": true, ""Dine-in"": true}, ""Popular for"": {""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Dining options"": {""Dessert"": true, ""Table service"": false}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Family-friendly"": true, ""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",$$,,TRUE,Fresh Hub Eatery,,"https://www.google.com/viewer/chooseprovider?mid=/g/11g8y98t40&g2lbs=AO8LyOJueqc0WG3-pdsmeJF3ZfsxKe4-W_P-nGUtPrLT0lIun0zdYfsqWJTUpvP_gEAjrnMbsmZAPcWF1qGZPxUxp8Y6_qgxHtmU8SRSTAa9fCacmVyHMupB2kBTQLh8cghizlJKgWeB&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LaDyaPr2FoCA5OUP67CgoA8&ei=LaDyaPr2FoCA5OUP67CgoA8&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-057,Wayback Burgers,https://waybackburgers.com/locations/new-hampshire/salem/?y_source=1_MTM4NTMxNTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Hamburger restaurant,+1 603-458-2469,"99 Rockingham Park Blvd Room 213, Salem, NH 03079",3.2,103,34,8,7,8,46,86,"{""Monday"": ""11AM-8PM"", ""Tuesday"": ""11AM-8PM"", ""Wednesday"": ""11AM-8PM"", ""Thursday"": ""11AM-8PM"", ""Friday"": ""11AM-9PM"", ""Saturday"": ""11AM-9PM"", ""Sunday"": ""11AM-6PM""}",OPERATIONAL,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Comfort food"": true, ""Quick bite"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": false}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""Locals"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true}, ""Pets"": {""Dogs allowed outside"": true}}",$$,Made-to-order burgers & milkshakes fill out the menu at this quick-serve chain with retro decor.,TRUE,Wayback Burgers,,"https://www.google.com/viewer/chooseprovider?mid=/g/11f_b_szkv&g2lbs=AO8LyOJO3b5vjXvDQ-uogmu9rI3MFhSEk6rF5xhuUDDQZMo9wfQDi440KA57jZIFp3S5brdnVb7ZV1da2-S2BVQMXvOucPM6hJi0d8NYZINkMJOXmxEjcydvaiBDCcW9K5zO2hxKGc9O&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LaDyaPr2FoCA5OUP67CgoA8&ei=LaDyaPr2FoCA5OUP67CgoA8&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-058,Peppers pub,,American restaurant,+1 603-328-5476,"326 S Broadway, Salem, NH 03079",4.2,72,8,2,6,5,51,51,"{""Monday"": ""4PM-1AM"", ""Tuesday"": ""4PM-1AM"", ""Wednesday"": ""4PM-1AM"", ""Thursday"": ""4PM-1AM"", ""Friday"": ""4PM-1AM"", ""Saturday"": ""4PM-1AM"", ""Sunday"": ""4PM-1AM""}",OPERATIONAL,"{""Service options"": {""Takeout"": true, ""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Fast service"": true, ""Great beer selection"": true, ""Great cocktails"": true}, ""Popular for"": {""Lunch"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Comfort food"": true, ""Hard liquor"": true, ""Quick bite"": true, ""Wine"": true}, ""Dining options"": {""Dinner"": true, ""Table service"": true}, ""Amenities"": {""Bar onsite"": true, ""Restroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Debit cards"": true, ""Credit cards"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",,,TRUE,Peppers pub,,,,
MJ-LEAD-SalemNHRestaurant-Oct25-059,OakCraft Pizza,https://oakcraftpizza.com/,Pizza restaurant,+1 603-458-2510,"55 Central St, Salem, NH 03079",4.5,172,10,7,7,19,129,84,"{""Monday"": ""11AM-9PM"", ""Tuesday"": ""11AM-9PM"", ""Wednesday"": ""11AM-9PM"", ""Thursday"": ""11AM-10PM"", ""Friday"": ""11AM-10PM"", ""Saturday"": ""11AM-10PM"", ""Sunday"": ""12-6PM""}",OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Onsite services"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Comfort food"": true, ""Quick bite"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": false}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Tourists"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",$$,,TRUE,OakCraft Pizza,,"https://www.google.com/viewer/chooseprovider?mid=/g/11tg3998k3&g2lbs=AO8LyOLRltiLE8Oug4woT5fxnJxmW8DJs2tnK-_fDdBN-o9aHVceYxhEaFFo4CtJbBuOqcvIibQDu9W2bTaGYtLAA8B_i0blNE0CTW4m_8e3UTGanikTG-YgxiRf0T0rDpvWcmfLmkYz&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=L6DyaP3BF7yfw8cP-bLXuQU&ei=L6DyaP3BF7yfw8cP-bLXuQU&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-060,TenderFix by Noah Schnapp,https://www.tenderfix.com/info/faq,Chicken restaurant,+1 888-413-5074,"528 S Broadway, Salem, NH 03079",,,,,,,,3,"{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-9:15PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-11:15PM"", ""Saturday"": ""7AM-11:15PM"", ""Sunday"": ""7AM-9:15PM""}",OPERATIONAL,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Dine-in"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Offerings"": {""Comfort food"": true, ""Quick bite"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Tourists"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Children"": {""Good for kids"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true}}",,,TRUE,TenderFix by Noah Schnapp,,,,
MJ-LEAD-SalemNHRestaurant-Oct25-061,Thai Chili,https://www.toasttab.com/thai-chili-salem-nh,Thai restaurant,+1 603-898-3222,"473 S Broadway, Salem, NH 03079",4.5,328,11,9,17,59,232,295,"{""Monday"": ""11:30AM-2:30PM,4-9PM"", ""Tuesday"": ""11:30AM-2:30PM,4-9PM"", ""Wednesday"": ""11:30AM-2:30PM,4-9PM"", ""Thursday"": ""11:30AM-2:30PM,4-9PM"", ""Friday"": ""11:30AM-2:30PM,4-9:30PM"", ""Saturday"": ""12-2:30PM,4-9:30PM"", ""Sunday"": ""12-8:30PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true, ""Great tea selection"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Comfort food"": true, ""Hard liquor"": true, ""Healthy options"": true, ""Quick bite"": true, ""Small plates"": true, ""Vegan options"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": true}, ""Amenities"": {""Bar onsite"": true, ""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Quiet"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""LGBTQ+ friendly"": true, ""Locals"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}, ""Pets"": {""Dogs allowed outside"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",$$,"Cozy option for familiar Thai fare, such as tom yum soup, curry dishes & stir-fry plates with rice.",TRUE,Thai Chili,,"https://www.google.com/viewer/chooseprovider?mid=/g/1tgptmtl&g2lbs=AO8LyOL3EmMgpEnD61fSZkDkg00n4lIBo0vpnqZNdg1NrrK1vVC8kwMtXUDeutMc9cmBPIkA0FT1tnugW1f23n4fap7D_3llGl1opM7OJqXOV0J2sDieWEurH3V8sffi5E7TFCfjSKR7&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=L6DyaP3BF7yfw8cP-bLXuQU&ei=L6DyaP3BF7yfw8cP-bLXuQU&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-062,Chili's Grill & Bar,https://www.chilis.com/locations/us/new-hampshire/salem/salem?utm_source=google,Restaurant,+1 603-890-1777,"NH-28, 297 S Broadway, Salem, NH 03079",4.1,1533,104,74,151,410,794,1335,"{""Monday"": ""11AM-10PM"", ""Tuesday"": ""11AM-10PM"", ""Wednesday"": ""11AM-10PM"", ""Thursday"": ""11AM-10PM"", ""Friday"": ""11AM-11PM"", ""Saturday"": ""11AM-11PM"", ""Sunday"": ""11AM-10PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true, ""Great beer selection"": true, ""Great cocktails"": true, ""Sports"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Comfort food"": true, ""Happy hour drinks"": true, ""Happy hour food"": true, ""Hard liquor"": true, ""Late-night food"": true, ""Quick bite"": true, ""Small plates"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": true}, ""Amenities"": {""Bar onsite"": true, ""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Trendy"": true}, ""Crowd"": {""College students"": true, ""Family-friendly"": true, ""Groups"": true, ""LGBTQ+ friendly"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",$$,Family-friendly chain serving classic Tex-Mex & American fare in a Southwestern-style setting.,TRUE,Chili's Grill & Bar,,"https://www.google.com/viewer/chooseprovider?mid=/g/1tcwg_my&g2lbs=AO8LyOK49XxID0GveX6bIa3BL4AlzY8xVtehZFV50dykBK3mXGrfRt05DZvdqTfKWXi6Bf9RfWOovZ77tFJ6Dx65S5NyXD5FlqEyCxxZFX4bph4Al3fuHcbDhfwZKibqtx7vYWSVx5wN&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=L6DyaP3BF7yfw8cP-bLXuQU&ei=L6DyaP3BF7yfw8cP-bLXuQU&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-063,Master Wok,https://www.simon.com/mall/the-mall-at-rockingham-park/stores/master-wok,Restaurant,,"99 Rockingham Park Blvd, Salem, NH 03079",3.5,31,9,0,3,4,15,13,"{""Monday"": ""10AM-9PM"", ""Tuesday"": ""10AM-9PM"", ""Wednesday"": ""10AM-9PM"", ""Thursday"": ""10AM-9PM"", ""Friday"": ""10AM-9PM"", ""Saturday"": ""10AM-9PM"", ""Sunday"": ""11AM-6PM""}",OPERATIONAL,"{""Service options"": {""Takeout"": true, ""Dine-in"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Comfort food"": true, ""Quick bite"": true, ""Small plates"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true}}",,,FALSE,Master Wok,,,,
