"zip","neighborhood","city","county","state","county_fips","serious_delinquency_rate_90dpd","delinquency_data_month","avg_30yr_fixed_rate","avg_15yr_fixed_rate","rates_date","sources","notes"
"97201","Downtown","Portland","Multnomah County","OR","41051","1.3%","2024-12","7.000%","6.000%","2025-08-21","CFPB Mortgage Performance Trends (County 90+ Days Late, thru 2024-12); NerdWallet Oregon mortgage rates (08/21/2025); City of Portland","Portland largest city in Oregon; Multnomah County moderate delinquency reflects diverse economy. Technology sector growth and no sales tax; housing supply constraints and in-migration drive demand patterns."
"17101","Capitol District","Harrisburg","Dauphin County","PA","42043","1.1%","2024-12","6.850%","5.850%","2025-08-21","CFPB Mortgage Performance Trends (County 90+ Days Late, thru 2024-12); NerdWallet Pennsylvania mortgage rates (08/21/2025); Pennsylvania Secretary of State","Pennsylvania state capital ZIP covering capitol complex area; Dauphin County moderate delinquency reflects government employment base. Small capital city with stable employment from state government operations and healthcare."
"19101","Downtown","Philadelphia","Philadelphia County","PA","42101","1.7%","2024-12","6.850%","5.850%","2025-08-21","CFPB Mortgage Performance Trends (County 90+ Days Late, thru 2024-12); NerdWallet Pennsylvania mortgage rates (08/21/2025); City of Philadelphia","Philadelphia largest city in Pennsylvania; Philadelphia County higher delinquency reflects urban economic challenges. Major healthcare and education sectors; significant neighborhood variation in housing conditions and values."
"02903","Capitol District","Providence","Providence County","RI","44007","1.2%","2024-12","6.850%","5.850%","2025-08-21","CFPB Mortgage Performance Trends (County 90+ Days Late, thru 2024-12); NerdWallet Rhode Island mortgage rates (08/21/2025); Rhode Island Secretary of State","Rhode Island state capital ZIP covering capitol complex area; Providence serves as both capital and largest city. Providence County moderate delinquency reflects diverse economy; healthcare and education sectors provide employment base."
"29201","Capitol District","Columbia","Richland County","SC","45079","1.3%","2024-12","6.850%","5.850%","2025-08-21","CFPB Mortgage Performance Trends (County 90+ Days Late, thru 2024-12); NerdWallet South Carolina mortgage rates (08/21/2025); South Carolina Secretary of State","South Carolina state capital ZIP covering capitol complex and university area; Richland County moderate delinquency reflects government and education employment. University of South Carolina presence stabilizes local housing market."
"29401","Downtown","Charleston","Charleston County","SC","45019","1.0%","2024-12","6.850%","5.850%","2025-08-21","CFPB Mortgage Performance Trends (County 90+ Days Late, thru 2024-12); NerdWallet South Carolina mortgage rates (08/21/2025); City of Charleston","Charleston largest city in South Carolina; Charleston County moderate delinquency reflects tourism and port economy. Historic preservation and coastal location drive housing demand; tourism seasonality affects market dynamics."
"57501","Capitol District","Pierre","Hughes County","SD","46065","0.6%","2024-12","6.700%","5.700%","2025-08-21","CFPB Mortgage Performance Trends (County 90+ Days Late, thru 2024-12); NerdWallet South Dakota mortgage rates (08/21/2025); South Dakota Secretary of State","South Dakota state capital ZIP covering capitol complex area; Hughes County very low delinquency reflects government employment stability. Small capital city with stable employment base from state government operations."
"57101","Downtown","Sioux Falls","Minnehaha County","SD","46099","0.7%","2024-12","6.700%","5.700%","2025-08-21","CFPB Mortgage Performance Trends (County 90+ Days Late, thru 2024-12); NerdWallet South Dakota mortgage rates (08/21/2025); City of Sioux Falls","Sioux Falls largest city in South Dakota; Minnehaha County very low delinquency reflects diverse economy. Financial services and healthcare sectors; regional medical center and business-friendly environment attract growth."
"37201","Capitol District","Nashville","Davidson County","TN","47037","1.1%","2024-12","6.800%","5.800%","2025-08-21","CFPB Mortgage Performance Trends (County 90+ Days Late, thru 2024-12); NerdWallet Tennessee mortgage rates (08/21/2025); Tennessee Secretary of State","Tennessee state capital ZIP covering capitol complex area; Nashville serves as both capital and largest city. Davidson County moderate delinquency reflects music industry and healthcare sectors; rapid growth affects housing supply."
"78701","Capitol District","Austin","Travis County","TX","48453","1.0%","2024-12","6.900%","5.900%","2025-08-21","CFPB Mortgage Performance Trends (County 90+ Days Late, thru 2024-12); NerdWallet Texas mortgage rates (08/21/2025); Texas Secretary of State","Texas state capital ZIP covering capitol complex and downtown area; Travis County moderate delinquency reflects technology sector growth. University of Texas presence and tech industry; rapid growth and in-migration drive housing demand."
"77001","Downtown","Houston","Harris County","TX","48201","1.4%","2024-12","6.900%","5.900%","2025-08-21","CFPB Mortgage Performance Trends (County 90+ Days Late, thru 2024-12); NerdWallet Texas mortgage rates (08/21/2025); City of Houston","Houston largest city in Texas; Harris County moderate delinquency reflects energy sector concentration. Oil and gas industry headquarters; energy price cycles influence employment stability and housing market dynamics."
"84101","Capitol District","Salt Lake City","Salt Lake County","UT","49035","0.8%","2024-12","6.850%","5.850%","2025-08-21","CFPB Mortgage Performance Trends (County 90+ Days Late, thru 2024-12); NerdWallet Utah mortgage rates (08/21/2025); Utah Secretary of State","Utah state capital ZIP covering capitol complex area; Salt Lake City serves as both capital and largest city. Salt Lake County low delinquency reflects diverse economy; technology sector growth and outdoor recreation industry."
"05601","Capitol District","Montpelier","Washington County","VT","50023","0.5%","2024-12","6.800%","5.800%","2025-08-21","CFPB Mortgage Performance Trends (County 90+ Days Late, thru 2024-12); NerdWallet Vermont mortgage rates (08/21/2025); Vermont Secretary of State","Vermont state capital ZIP covering capitol complex area; Washington County very low delinquency reflects government employment stability. Smallest state capital by population; government and insurance sectors provide employment base."
"05401","Downtown","Burlington","Chittenden County","VT","50007","0.6%","2024-12","6.800%","5.800%","2025-08-21","CFPB Mortgage Performance Trends (County 90+ Days Late, thru 2024-12); NerdWallet Vermont mortgage rates (08/21/2025); City of Burlington","Burlington largest city in Vermont; Chittenden County very low delinquency reflects university and healthcare employment. University of Vermont presence and Lake Champlain location; tourism and education sectors support economy."
"23219","Capitol District","Richmond","Richmond City","VA","51760","1.4%","2024-12","6.850%","5.850%","2025-08-21","CFPB Mortgage Performance Trends (County 90+ Days Late, thru 2024-12); NerdWallet Virginia mortgage rates (08/21/2025); Virginia Secretary of State","Virginia state capital ZIP covering capitol complex area; Richmond independent city with moderate delinquency reflecting diverse economy. Government and healthcare sectors; proximity to DC influences commuter housing patterns."
"23451","Downtown","Virginia Beach","Virginia Beach City","VA","51810","1.0%","2024-12","6.850%","5.850%","2025-08-21","CFPB Mortgage Performance Trends (County 90+ Days Late, thru 2024-12); NerdWallet Virginia mortgage rates (08/21/2025); City of Virginia Beach","Virginia Beach largest city in Virginia; independent city with moderate delinquency reflecting military and tourism economy. Naval presence and resort economy; seasonal tourism affects housing demand patterns."
"98501","Capitol District","Olympia","Thurston County","WA","53067","0.9%","2024-12","7.100%","6.100%","2025-08-21","CFPB Mortgage Performance Trends (County 90+ Days Late, thru 2024-12); NerdWallet Washington mortgage rates (08/21/2025); Washington Secretary of State","Washington state capital ZIP covering capitol complex area; Thurston County low delinquency reflects government employment base. Small capital city with stable employment from state government operations and education."
"98101","Downtown","Seattle","King County","WA","53033","1.1%","2024-12","7.100%","6.100%","2025-08-21","CFPB Mortgage Performance Trends (County 90+ Days Late, thru 2024-12); NerdWallet Washington mortgage rates (08/21/2025); City of Seattle","Seattle largest city in Washington; King County moderate delinquency reflects technology sector concentration. Amazon and Microsoft headquarters; tech industry growth drives housing demand and high values in metro area."
"25301","Capitol District","Charleston","Kanawha County","WV","54039","1.3%","2024-12","6.750%","5.750%","2025-08-21","CFPB Mortgage Performance Trends (County 90+ Days Late, thru 2024-12); NerdWallet West Virginia mortgage rates (08/21/2025); West Virginia Secretary of State","West Virginia state capital ZIP covering capitol complex area; Charleston serves as both capital and largest city. Kanawha County moderate delinquency reflects energy sector and government employment; coal industry transition affects economy."
"53701","Capitol District","Madison","Dane County","WI","55025","0.8%","2024-12","6.750%","5.750%","2025-08-21","CFPB Mortgage Performance Trends (County 90+ Days Late, thru 2024-12); NerdWallet Wisconsin mortgage rates (08/21/2025); Wisconsin Secretary of State","Wisconsin state capital ZIP covering capitol complex and university area; Dane County low delinquency reflects government and education employment. University of Wisconsin presence stabilizes local housing market and economy."
"53202","Downtown","Milwaukee","Milwaukee County","WI","55079","1.5%","2024-12","6.750%","5.750%","2025-08-21","CFPB Mortgage Performance Trends (County 90+ Days Late, thru 2024-12); NerdWallet Wisconsin mortgage rates (08/21/2025); City of Milwaukee","Milwaukee largest city in Wisconsin; Milwaukee County moderate delinquency reflects manufacturing sector transition. Brewing and manufacturing heritage; healthcare and education sectors provide employment diversity in metro area."
"82001","Capitol District","Cheyenne","Laramie County","WY","56021","0.6%","2024-12","6.850%","5.850%","2025-08-21","CFPB Mortgage Performance Trends (County 90+ Days Late, thru 2024-12); NerdWallet Wyoming mortgage rates (08/21/2025); Wyoming Secretary of State","Wyoming state capital ZIP covering capitol complex area; Laramie County very low delinquency reflects government employment stability. Small capital city with stable employment from state government operations and military."
"82601","Downtown","Casper","Natrona County","WY","56025","0.8%","2024-12","6.850%","5.850%","2025-08-21","CFPB Mortgage Performance Trends (County 90+ Days Late, thru 2024-12); NerdWallet Wyoming mortgage rates (08/21/2025); City of Casper","Casper largest city in Wyoming; Natrona County very low delinquency reflects energy sector employment. Oil and gas industry center; energy price cycles influence employment stability and local housing market dynamics."
